127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,003,AVOCADO-48CT,CASE,4,59.95,239.80
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,206,CHICKEN BASE-25LB,CASE,1,58.95,58.95
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,231,SALAD OIL W/ OLIVE OIL-1GL,CASE,1,29.95,29.95
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,243,SALT-50LB,CASE,1,14.95,14.95
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,251,SUGAR-50LB,CASE,1,35.00,35.00
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,449,TOPO CHICO-24/12OZ,CASE,1,35.00,35.00
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,556,OVEN & GRILL CLEANER-4/1GL,CASE,1,35.95,35.95
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,600,CORN TORTILLA TABLE-6/4LB,CASE,3,23.95,71.85
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,601,TORTILLA CHIP CUT-32LB,CASE,13,22.95,298.35
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,639,JASMINE RICE-50LBS,CASE,2,46.50,93.00
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,503,CHORIZO MEXICANO-12LB,CASE,1,56.95,56.95
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,515,PLANTAIN SWEET SLICED- 5/5 LB,CASE,1,45.00,45.00
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,598,TELERA BREAD-48CT,CASE,1,42.00,42.00
127,EL PATRON MEXICAN GRILL & CANTINA,Verbal,06/18/26,315740A,3614.00,0,0,603,TORTILLA WRAP TOMATO BASIL-6/12CT,CASE,1,29.95,29.95
